web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563799-417","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","The proposals cover a wide array of science topics, with distant galaxies being among the most requested observation time, followed by exoplanet atmospheres, stars and stellar populations, then exoplanet systems."
"1751563799-418","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","The Space Telescope Science Institute manages the proposal and program selection process for NASA. The submissions will now be evaluated by a Telescope Allocation Committee, a group of hundreds of members of the worldwide astronomical community, on a dual-anonymous basis, with selections announced in March 2025."
"1751563799-419","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","While time on Webb is limited, data from all of Webb’s programs is publicly archived, immediately after it’s taken, or after a time of exclusive access, in the Mikulski Archive for Space Telescopes (MAST) so it can be used by anyone in the world."
"1751563799-420","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","https://webbtelescope.org/contents/news-releases/2024/news-2024-137?itemsPerPage=50&page=1","Hats Off to NASA's Webb: Sombrero Galaxy Dazzles in New Image","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563803-421","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","This galaxy, which is stretched and magnified, glitters with 10 distinct star clusters that formed at different times.",""
"1751563803-422","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","Like fireflies “dancing” on a warm summer night, 10 distinct star clusters appear in observations from NASA’s James Webb Space Telescope. They are held in a cocoon of diffuse light emitted by other stars scattered around them. This galaxy, known as Firefly Sparkle, was taking shape around 600 million years after the big bang.",""
"1751563803-423","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","Researchers using Webb’s images and data concluded that the Firefly Sparkle had the same mass as our Milky Way galaxy would have if we could “turn back time” to weigh it as it was assembling.",""
"1751563803-424","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","How is this analysis possible? A natural effect known as gravitational lensing, which allows researchers to “zoom in” on extremely distant objects that perfectly align with Webb’s view. When combined with the telescope’s near-infrared images and data, astronomers can study distant objects in astonishing detail.",""
"1751563803-425","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","Lee esta historia en español.",""
"1751563803-426","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","For the first time, NASA’s James Webb Space Telescope has detected and “weighed” a galaxy that not only existed around 600 million years after the big bang, but is also similar to what our Milky Way galaxy’s mass might have been at the same stage of development. Other galaxies Webb has detected at this time period are significantly more massive. Nicknamed the Firefly Sparkle, this galaxy is gleaming with star clusters — 10 in all — each of which researchers examined in great detail."
"1751563803-427","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","“I didn’t think it would be possible to resolve a galaxy that existed so early in the universe into so many distinct components, let alone find that its mass is similar to our own galaxy’s when it was in the process of forming,” said Lamiya Mowla, co-lead author of the paper and an assistant professor at Wellesley College in Massachusetts. “There is so much going on inside this tiny galaxy, including so many different phases of star formation.”"
"1751563803-428","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","Webb was able to image the galaxy in crisp detail for two reasons. One is a benefit of the cosmos: A massive foreground galaxy cluster radically enhanced the distant galaxy’s appearance through a natural effect known as gravitational lensing. And when combined with the telescope’s specialization in high-resolution infrared light, Webb delivered unprecedented new data about the galaxy’s contents."
"1751563803-429","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","“Without the benefit of this gravitational lens, we would not be able to resolve this galaxy,” said Kartheik Iyer, a co-lead author and NASA Hubble Fellow at Columbia University in New York. “We knew to expect it based on current physics, but it’s surprising that we actually saw it.”"
"1751563803-430","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","Mowla, who spotted the galaxy in Webb’s image, was drawn to its gleaming star clusters, because objects that sparkle typically indicate they are extremely clumpy and complicated. Since the galaxy looks like a “sparkle” or swarm of lightning bugs on a warm summer night, they named it the Firefly Sparkle galaxy."
"1751563803-431","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","The research team modeled what the galaxy might have looked like if it weren’t stretched and discovered that it resembled an elongated raindrop. Suspended within it are two star clusters toward the top and eight toward the bottom. “Our reconstruction shows that clumps of actively forming stars are surrounded by diffuse light from other unresolved stars,” said Iyer. “This galaxy is literally in the process of assembling.”"
"1751563803-432","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","Webb’s data show the Firefly Sparkle galaxy is on the smaller side, falling into the category of a low-mass galaxy. Billions of years will pass before it builds its full heft and a distinct shape. “Most of the other galaxies Webb has shown us aren’t magnified or stretched, and we are not able to see their ‘building blocks’ separately. With Firefly Sparkle, we are witnessing a galaxy being assembled brick by brick,” Mowla said."
"1751563803-433","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","Since the galaxy is warped into a long arc, the researchers easily picked out 10 distinct star clusters, which are emitting the bulk of the galaxy’s light. They are represented here in shades of pink, purple, and blue. Those colors in Webb’s images and its supporting spectra confirmed that star formation didn’t happen all at once in this galaxy, but was staggered in time."
"1751563803-434","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","https://webbtelescope.org/contents/news-releases/2024/news-2024-116?itemsPerPage=50&page=1","Found: First Actively Forming Galaxy as Lightweight as Young Milky Way","","“This galaxy has a diverse population of star clusters, and it is remarkable that we can see them separately at such an early age of the universe,” said Chris Willott from the National Research Council of Canada’s Herzberg Astronomy and Astrophysics Research Centre, a co-author and the observation program’s principal investigator. “Each clump of stars is undergoing a different phase of formation or evolution.”"
